POSICIÓN,SUELDO,CLASIFICACIÓN,PRESTACIONES DE LEY,PRESTACIONES SUPERIORES,EMPRESA,GIRO,TAMAÑO DE LA EMPRESA,CIUDAD O ZONA,ESTADO,REGIÓN,FUENTE,PT SEGURO DE VIDA,PT MEMEBRESIA DESC,PT TRANSPORTE,PT SGMM,PT FLEXIBILIDAD,PT VALES DESPENSA/GASOLINA,PLAN DE CRECIMIENTO,PT ECONOMICAS,PT GRATUITAS INST,OBSERVACIONES
GERENTE CONTABLE,"$35,000.00",GERENCIAL ,SI,NO,SEKURA,CONSULTORÍA,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE,"$43,500.00",GERENCIAL ,SI,NO,SUMMA INTERMEDIARIO DE REASEGURO SAPI DE CV,SECTOR ASEGURADOR,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE COMPRAS,"$35,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE COMPRAS,"$52,000.00",GERENCIAL ,SI,NO,WEATHERFORD,SECTOR ENERGÉTICO,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ENCARGADO DE PROCURA,"$47,000.00",SENIOR,SI,NO,PERFORACIONES MARITIMAS MEXICANAS,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE PROCURA,"$38,077.00",GERENCIAL ,SI,NO,LINDE,QUÍMICO,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE OPERATIVO,"$21,000.00",GERENCIAL ,SI,NO,BANCA MIFEL,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUBGERENTE DE FINANZAS,"$30,000.00",SENIOR,SI,NO,GRUPO CSI,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$35,000.00",GERENCIAL ,SI,NO,HSBC,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$35,000.00",GERENCIAL ,SI,NO,CONSOLIDÉ,CONSULTORÍA,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MECANICO DE GASOLINA,"$15,000.00",JUNIOR,SI,NO,MANTENIMIENTO INDUSTRIAL Y AUTOMOTRIZ DEL SUR,AUTOMOTRIZ,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MECANICO AUTOMOTRIZ,"$18,000.00",JUNIOR,SI,NO,ASA CONSULTORIA,CONSULTORÍA,MEDIANA,COMALCALCO,TABASCO,SURESTE,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MECÁNICO AUTOMOTRIZ,"$14,000.00",JUNIOR,SI,NO,LLANTERA PITZ SERVICIO EXPRESS,AUTOMOTRIZ,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MECÁNICO DE UNIDADES LIGERAS,"$17,000.00",JUNIOR,SI,NO,PROVEEDORA DE FLUIDOS MEXICANOS,INDUSTRIAL,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE OPERACIONES,"$15,000.00",JUNIOR,SI,NO,TALENTO ESTRATÉGICO,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE SERVICIOS BANCARIOS,"$16,000.00",JUNIOR,SI,NO,PROCESAMIENTO EXTERNO DE INFORMACIÓN SC,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
OPERACIONES BANCARIAS,"$18,000.00",JUNIOR,SI,NO,HSBC,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
EJECUTIVO BANCARIO,"$14,000.00",JUNIOR,SI,NO,BANBAJÍO,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE TRANSFERENCIAS,"$15,000.00",JUNIOR,SI,NO,BANCA AFIRME,SERVICIOS FINANCIEROS,GRANDE,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,SI,NO,NO,NO,NO,SI,NO,NO,NO,
ANALISTA DE TRANSFERENCIAS INTERNACIONALES,"$17,500.00",JUNIOR,SI,NO,GRUPO FINANCIERO VE POR MAS,SERVICIOS FINANCIEROS,GRANDE,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE TRANSFERENCIAS INTERNACIONALES,"$18,000.00",JUNIOR,SI,NO,GRUPO FINANCIERO MONEX,SERVICIOS FINANCIEROS,GRANDE,CANCÚN,QUINTANA ROO,PENINSULA,KITEMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR ADMINISTRATIVO-PAGOS DIGITALES,"$14,000.00",JUNIOR,SI,NO,CONFIDENCIAL (GIRO FINANCIERO),SERVICIOS FINANCIEROS,GRANDE,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE LICITACIONES,"$10,000.00",JUNIOR,SI,NO,CGS,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE LICITACIONES VENTAS,"$10,000.00",JUNIOR,SI,NO,MEDICA D,COMERCIALIZADORA EQUIPOS MÉDICOS,GRANDE,XICO,VERACRUZ,SURESTE,KIT EMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE ADMINISTRATIVO DE VENTAS,"$9,000.00",JUNIOR,SI,NO,CENTRO DE SERVICIOS COMPARTIDOS,SIN ESPECIFICAR,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,TALENTECA,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE LICITACIONES,"$11,500.00",JUNIOR,SI,NO,TALENT SCOUT S. A. DE C. V.,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,XICO,VERACRUZ,SURESTE,KIT EMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE LICITACIONES,"$10,000.00",JUNIOR,SI,NO,DISTRIBUIDORA MEDICA INTEGRAL TIMED S.A. DE C.V.,SALUD,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
EJECUTIVO DE VENTAS - LICITACIONES,"$11,320.00",JUNIOR,SI,NO,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,VERACRUZ,VERACRUZ,SURESTE,ADZUNA,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR DE CALIDAD,"$18,000.00",SENIOR,SI,NO,MACTAC MEXICO SERVICIOS S.A. DE,INDUSTRIAL,MEDIANA,TUXTLA,CHIAPAS,SUROESTE,KITEMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR DE CALIDAD,"$15,000.00",SENIOR,SI,NO,PRUTECH SOLUTIONS S.R.L.,CONSULTORÍA TI,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR DE CALIDAD,"$18,000.00",SENIOR,SI,NO,BECONSULTORES,CONSULTORÍA,MEDIANA,VILLAHERMOSA,TABASCO,SURESTE,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR DE CALIDAD,"$18,000.00",SENIOR,SI,NO,SINERGIA CONSULTORIA DE NEGOCIOS,CONSULTORÍA,MEDIANA,TUXTLA,CHIAPAS,SUROESTE,KITEMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ESPECIALISTA SIGNATARIO EN PRUEBAS NO DESTRUCTIVAS,"$20,000.00",JUNIOR,SI,NO,PRO OIL DE MEXICO,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$7,500.00",JUNIOR,SI,NO,DIVISION MAQUINARIA S.A DE C.V,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$7,000.00",JUNIOR,SI,NO,GRUPO INDUSTRIAL PETROLERO SNK SA DE CV,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$6,700.00",JUNIOR,SI,NO,ARAUZA INDUSTRIAL SA DE CV,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,KITEMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$7,200.00",JUNIOR,SI,NO,SOLUCIONES EN GEOMEMBRANAS DE MÉXICO S DE R.L,INDUSTRIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$7,500.00",JUNIOR,SI,NO,CONFIDENCIAL,CONFIDENCIAL,GRANDE,VILLAHERMOSA,TABASCO,SURESTE,JOBRAPIDO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AYUDANTE GENERAL,"$6,800.00",JUNIOR,SI,NO,CONFIDENCIAL,CONFIDENCIAL,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SURESTE,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE GERENCIA,"$16,643.50",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$11,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CONTABILIDAD,"$34,500.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASESOR DE VENTAS,"$8,800.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE TESORERÍA,"$10,750.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE TESORERÍA,"$37,500.00",SENIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$57,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE CRÉDITO Y COBRANZA,"$10,450.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CRÉDITO Y COBRANZA,"$21,000.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CRÉDITO Y COBRANZA,"$24,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE AUDITORÍA,"$22,500.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE PRODUCTO (END TO END),"$115,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTROL FINANCIERO (FONDEO),"$90,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE CUMPLIMIENTO (REGULATORIO Y OPERACIONAL),"$105,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE PRODUCTO (IMPACTO DIRECTO A NEGOCIO),"$125,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
EXPERIENCIA AL CLIENTE,"$10,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COBRANZA,"$120,000.00",DIRECTIVO,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE COMERCIAL,"$50,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE FINANZAS,"$150,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTRALOR,"$60,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CONTABILIDAD,"$37,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE SUCURSAL,"$17,500.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE FISCAL,"$47,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE IMPUESTOS,"$42,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,MONTERREY,NUEVO LEÓN,NORTE,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE GERENCIA,"$11,500.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$8,750.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CONTABILIDAD,"$30,000.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASESOR DE VENTAS,"$6,116.50",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE TESORERÍA,"$12,500.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE TESORERÍA,"$21,500.00",SENIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$24,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE CRÉDITO Y COBRANZA,"$9,200.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CRÉDITO Y COBRANZA,"$22,500.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CRÉDITO Y COBRANZA,"$18,500.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE AUDITORÍA,"$17,750.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,GUADALAJARA,JALISCO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE PRODUCTO (END TO END),"$95,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTROL FINANCIERO (FONDEO),"$100,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE CUMPLIMIENTO (REGULATORIO Y OPERACIONAL),"$105,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE PRODUCTO (IMPACTO DIRECTO A NEGOCIO),"$95,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
EXPERIENCIA AL CLIENTE,"$90,000.00",DIRECTIVO,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COBRANZA,"$115,000.00",DIRECTIVO,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE COMERCIAL,"$27,500.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,QUERETARO,QUERETARO,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE FINANZAS,"$125,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTRALOR,"$40,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CONTABILIDAD,"$26,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE SUCURSAL,"$14,100.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE FISCAL,"$50,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE IMPUESTOS,"$45,000.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,AGUASCALIENTES,AGUASCALIENTES,CENTRO,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE DE GERENCIA,"$18,500.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR CONTABLE,"$6,550.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CONTABILIDAD,"$15,000.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASESOR DE VENTAS,"$6,424.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE TESORERÍA,"$9,663.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE TESORERÍA,"$18,500.00",SENIOR,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TESORERÍA,"$32,500.00",GERENCIAL ,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE CRÉDITO Y COBRANZA,"$7,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VERACRUZ,VERACRUZ,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CRÉDITO Y COBRANZA,"$21,000.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE CRÉDITO Y COBRANZA,"$17,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE AUDITORÍA,"$13,000.00",SENIOR,SI,NO,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENCIA DE PRODUCTO (END TO END),"$95,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTROL FINANCIERO (FONDEO),"$100,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL,SERVICIOS FINANCIEROS,CONFIDENCIAL,VILLAHERMOSA,TABASCO,SUR,CONFIDENCIAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
